question,correct_answers,question_type
221000 × 244 =,5.3924e+07;2.6962e+05,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{270}{4.0\times10^-9}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B270%7D%7B4.0%5Ctimes10%5E-9%7D%3D?scale=1.5"" alt=""LaTeX: \frac{270}{4.0\times10^-9}="" data-equation-content=""\frac{270}{4.0\times10^-9}="" data-ignore-a11y-check=""""></mattext>",6.75e+10;3.375e+08,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{24.5}{0.00000261}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B24.5%7D%7B0.00000261%7D%3D?scale=1.5"" alt=""LaTeX: \frac{24.5}{0.00000261}="" data-equation-content=""\frac{24.5}{0.00000261}="" data-ignore-a11y-check=""""></mattext>",9.387e+06;46935,numerical_tolerance
3200 × 2.15 x 10<sup>6</sup> =,6.88e+09;3.44e+07,numerical_tolerance
1.0 x 10<sup>3</sup> × 1.9 x 10<sup>6</sup> =,1.9e+09;9.5e+06,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{0.0027}{0.0000678}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B0.0027%7D%7B0.0000678%7D%3D?scale=1.5"" alt=""LaTeX: \frac{0.0027}{0.0000678}="" data-equation-content=""\frac{0.0027}{0.0000678}="" data-ignore-a11y-check=""""></mattext>",39.823;0.19912,numerical_tolerance
0.626 × 130 =,81.38;0.4069,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{0.00000901}{9.13\times10^-9}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B0.00000901%7D%7B9.13%5Ctimes10%5E-9%7D%3D?scale=1.5"" alt=""LaTeX: \frac{0.00000901}{9.13\times10^-9}="" data-equation-content=""\frac{0.00000901}{9.13\times10^-9}="" data-ignore-a11y-check=""""></mattext>",986.86;4.9343,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{1.36\times10^6}{0.0000654}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B1.36%5Ctimes10%5E6%7D%7B0.0000654%7D%3D?scale=1.5"" alt=""LaTeX: \frac{1.36\times10^6}{0.0000654}="" data-equation-content=""\frac{1.36\times10^6}{0.0000654}="" data-ignore-a11y-check=""""></mattext>",2.0795e+10;1.0398e+08,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{0.00333}{0.000033}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B0.00333%7D%7B0.000033%7D%3D?scale=1.5"" alt=""LaTeX: \frac{0.00333}{0.000033}="" data-equation-content=""\frac{0.00333}{0.000033}="" data-ignore-a11y-check=""""></mattext>",100.91;0.50455,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{0.00000237}{0.000049}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B0.00000237%7D%7B0.000049%7D%3D?scale=1.5"" alt=""LaTeX: \frac{0.00000237}{0.000049}="" data-equation-content=""\frac{0.00000237}{0.000049}="" data-ignore-a11y-check=""""></mattext>",0.048367;0.00024184,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{1.3\times10^6}{0.192}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B1.3%5Ctimes10%5E6%7D%7B0.192%7D%3D?scale=1.5"" alt=""LaTeX: \frac{1.3\times10^6}{0.192}="" data-equation-content=""\frac{1.3\times10^6}{0.192}="" data-ignore-a11y-check=""""></mattext>",6.7708e+06;33854,numerical_tolerance
0.99 × 4.8 =,4.752;0.02376,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{0.228}{3.4\times10^-9}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B0.228%7D%7B3.4%5Ctimes10%5E-9%7D%3D?scale=1.5"" alt=""LaTeX: \frac{0.228}{3.4\times10^-9}="" data-equation-content=""\frac{0.228}{3.4\times10^-9}="" data-ignore-a11y-check=""""></mattext>",6.7059e+07;3.3529e+05,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{12000}{36.6}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B12000%7D%7B36.6%7D%3D?scale=1.5"" alt=""LaTeX: \frac{12000}{36.6}="" data-equation-content=""\frac{12000}{36.6}="" data-ignore-a11y-check=""""></mattext>",327.87;1.6393,numerical_tolerance
3.7 x 10<sup>8</sup> × 1.73 x 10<sup>-8</sup> =,6.401;0.032005,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{0.0022}{1.03\times10^-8}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B0.0022%7D%7B1.03%5Ctimes10%5E-8%7D%3D?scale=1.5"" alt=""LaTeX: \frac{0.0022}{1.03\times10^-8}="" data-equation-content=""\frac{0.0022}{1.03\times10^-8}="" data-ignore-a11y-check=""""></mattext>",2.1359e+05;1068,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{7.1\times10^8}{0.00301}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B7.1%5Ctimes10%5E8%7D%7B0.00301%7D%3D?scale=1.5"" alt=""LaTeX: \frac{7.1\times10^8}{0.00301}="" data-equation-content=""\frac{7.1\times10^8}{0.00301}="" data-ignore-a11y-check=""""></mattext>",2.3588e+11;1.1794e+09,numerical_tolerance
1.2 x 10<sup>7</sup> × 0.00000634 =,76.08;0.3804,numerical_tolerance
0.46 × 6.0 x 10<sup>8</sup> =,2.76e+08;1.38e+06,numerical_tolerance
0.0000428 × 2.75 x 10<sup>8</sup> =,11770;58.85,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{1.2\times10^8}{620}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B1.2%5Ctimes10%5E8%7D%7B620%7D%3D?scale=1.5"" alt=""LaTeX: \frac{1.2\times10^8}{620}="" data-equation-content=""\frac{1.2\times10^8}{620}="" data-ignore-a11y-check=""""></mattext>",1.9355e+05;967.74,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{0.0000985}{0.000363}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B0.0000985%7D%7B0.000363%7D%3D?scale=1.5"" alt=""LaTeX: \frac{0.0000985}{0.000363}="" data-equation-content=""\frac{0.0000985}{0.000363}="" data-ignore-a11y-check=""""></mattext>",0.27135;0.0013567,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{30.8}{1.95\times10^-9}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B30.8%7D%7B1.95%5Ctimes10%5E-9%7D%3D?scale=1.5"" alt=""LaTeX: \frac{30.8}{1.95\times10^-9}="" data-equation-content=""\frac{30.8}{1.95\times10^-9}="" data-ignore-a11y-check=""""></mattext>",1.5795e+10;7.8974e+07,numerical_tolerance
9.40 x 10<sup>8</sup> × 0.00406 =,3.8164e+06;19082,numerical_tolerance
0.0095 × 5.0 x 10<sup>2</sup> =,4.75;0.02375,numerical_tolerance
301 × 0.641 =,192.94;0.96471,numerical_tolerance
3.0 x 10<sup>5</sup> × 0.00075 =,225;1.125,numerical_tolerance
940000 × 0.0000021 =,1.974;0.00987,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{3.45\times10^-9}{1.86\times10^-8}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B3.45%5Ctimes10%5E-9%7D%7B1.86%5Ctimes10%5E-8%7D%3D?scale=1.5"" alt=""LaTeX: \frac{3.45\times10^-9}{1.86\times10^-8}="" data-equation-content=""\frac{3.45\times10^-9}{1.86\times10^-8}="" data-ignore-a11y-check=""""></mattext>",0.18548;0.00092742,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{0.0000365}{8.72\times10^-9}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B0.0000365%7D%7B8.72%5Ctimes10%5E-9%7D%3D?scale=1.5"" alt=""LaTeX: \frac{0.0000365}{8.72\times10^-9}="" data-equation-content=""\frac{0.0000365}{8.72\times10^-9}="" data-ignore-a11y-check=""""></mattext>",4185.8;20.929,numerical_tolerance
2.1 × 3.48 x 10<sup>7</sup> =,7.308e+07;3.654e+05,numerical_tolerance
0.00044 × 120 =,0.0528;0.000264,numerical_tolerance
6.5 x 10<sup>-9</sup> × 3.13 x 10<sup>8</sup> =,2.0345;0.010172,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{1.9\times10^8}{6.4\times10^-9}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B1.9%5Ctimes10%5E8%7D%7B6.4%5Ctimes10%5E-9%7D%3D?scale=1.5"" alt=""LaTeX: \frac{1.9\times10^8}{6.4\times10^-9}="" data-equation-content=""\frac{1.9\times10^8}{6.4\times10^-9}="" data-ignore-a11y-check=""""></mattext>",2.9688e+16;1.4844e+14,numerical_tolerance
3.92 x 10<sup>7</sup> × 2.92 x 10<sup>6</sup> =,1.1446e+14;5.7232e+11,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{69000}{3.0\times10^2}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B69000%7D%7B3.0%5Ctimes10%5E2%7D%3D?scale=1.5"" alt=""LaTeX: \frac{69000}{3.0\times10^2}="" data-equation-content=""\frac{69000}{3.0\times10^2}="" data-ignore-a11y-check=""""></mattext>",230;1.15,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{6.51\times10^8}{2100}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B6.51%5Ctimes10%5E8%7D%7B2100%7D%3D?scale=1.5"" alt=""LaTeX: \frac{6.51\times10^8}{2100}="" data-equation-content=""\frac{6.51\times10^8}{2100}="" data-ignore-a11y-check=""""></mattext>",3.1e+05;1550,numerical_tolerance
3520 × 271 =,9.5392e+05;4769.6,numerical_tolerance
2.0 x 10<sup>7</sup> × 2.5 x 10<sup>6</sup> =,5e+13;2.5e+11,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{8.2\times10^-8}{0.0000040}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B8.2%5Ctimes10%5E-8%7D%7B0.0000040%7D%3D?scale=1.5"" alt=""LaTeX: \frac{8.2\times10^-8}{0.0000040}="" data-equation-content=""\frac{8.2\times10^-8}{0.0000040}="" data-ignore-a11y-check=""""></mattext>",0.0205;0.0001025,numerical_tolerance
0.000017 × 13600 =,0.2312;0.001156,numerical_tolerance
3.28 × 940000 =,3.0832e+06;15416,numerical_tolerance
92 × 486 =,44712;223.56,numerical_tolerance
0.0585 × 6.9 =,0.40365;0.0020183,numerical_tolerance
0.00720 × 405000 =,2916;14.58,numerical_tolerance
2.0 x 10<sup>7</sup> × 1.00 x 10<sup>5</sup> =,2e+12;1e+10,numerical_tolerance
1.50 x 10<sup>6</sup> × 5.4 x 10<sup>-8</sup> =,0.081;0.000405,numerical_tolerance
4.44 x 10<sup>8</sup> × 0.000011 =,4884;24.42,numerical_tolerance
25900 × 0.0321 =,831.39;4.1569,numerical_tolerance
0.0072 × 15 =,0.108;0.00054,numerical_tolerance
3.4 x 10<sup>8</sup> × 4.15 x 10<sup>-7</sup> =,141.1;0.7055,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{17.7}{4.2\times10^-9}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B17.7%7D%7B4.2%5Ctimes10%5E-9%7D%3D?scale=1.5"" alt=""LaTeX: \frac{17.7}{4.2\times10^-9}="" data-equation-content=""\frac{17.7}{4.2\times10^-9}="" data-ignore-a11y-check=""""></mattext>",4.2143e+09;2.1071e+07,numerical_tolerance
0.057 × 3200 =,182.4;0.912,numerical_tolerance
8.30 x 10<sup>3</sup> × 0.000124 =,1.0292;0.005146,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{1.3\times10^8}{1.4\times10^-7}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B1.3%5Ctimes10%5E8%7D%7B1.4%5Ctimes10%5E-7%7D%3D?scale=1.5"" alt=""LaTeX: \frac{1.3\times10^8}{1.4\times10^-7}="" data-equation-content=""\frac{1.3\times10^8}{1.4\times10^-7}="" data-ignore-a11y-check=""""></mattext>",9.2857e+14;4.6429e+12,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{1.54}{5.4\times10^-7}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B1.54%7D%7B5.4%5Ctimes10%5E-7%7D%3D?scale=1.5"" alt=""LaTeX: \frac{1.54}{5.4\times10^-7}="" data-equation-content=""\frac{1.54}{5.4\times10^-7}="" data-ignore-a11y-check=""""></mattext>",2.8519e+06;14259,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{68100}{12000}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B68100%7D%7B12000%7D%3D?scale=1.5"" alt=""LaTeX: \frac{68100}{12000}="" data-equation-content=""\frac{68100}{12000}="" data-ignore-a11y-check=""""></mattext>",5.675;0.028375,numerical_tolerance
1960 × 390000 =,7.644e+08;3.822e+06,numerical_tolerance
0.00025 × 1800 =,0.45;0.00225,numerical_tolerance
11900 × 1.41 =,16779;83.895,numerical_tolerance
9.0 x 10<sup>2</sup> × 8.5 =,7650;38.25,numerical_tolerance
2.34 x 10<sup>7</sup> × 9900 =,2.3166e+11;1.1583e+09,numerical_tolerance
0.00314 × 1.6 x 10<sup>7</sup> =,50240;251.2,numerical_tolerance
0.0855 × 2.38 x 10<sup>8</sup> =,2.0349e+07;1.0174e+05,numerical_tolerance
0.000035 × 1.5 x 10<sup>7</sup> =,525;2.625,numerical_tolerance
591000 × 0.011 =,6501;32.505,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{2.28\times10^6}{0.00000141}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B2.28%5Ctimes10%5E6%7D%7B0.00000141%7D%3D?scale=1.5"" alt=""LaTeX: \frac{2.28\times10^6}{0.00000141}="" data-equation-content=""\frac{2.28\times10^6}{0.00000141}="" data-ignore-a11y-check=""""></mattext>",1.617e+12;8.0851e+09,numerical_tolerance
0.20 × 520000 =,1.04e+05;520,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{0.000462}{0.0112}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B0.000462%7D%7B0.0112%7D%3D?scale=1.5"" alt=""LaTeX: \frac{0.000462}{0.0112}="" data-equation-content=""\frac{0.000462}{0.0112}="" data-ignore-a11y-check=""""></mattext>",0.04125;0.00020625,numerical_tolerance
270000 × 9.93 x 10<sup>-8</sup> =,0.026811;0.00013406,numerical_tolerance
4.02 x 10<sup>8</sup> × 5.95 x 10<sup>7</sup> =,2.3919e+16;1.196e+14,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{1.5\times10^8}{0.0773}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B1.5%5Ctimes10%5E8%7D%7B0.0773%7D%3D?scale=1.5"" alt=""LaTeX: \frac{1.5\times10^8}{0.0773}="" data-equation-content=""\frac{1.5\times10^8}{0.0773}="" data-ignore-a11y-check=""""></mattext>",1.9405e+09;9.7025e+06,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{7.72\times10^-7}{4.2\times10^-9}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B7.72%5Ctimes10%5E-7%7D%7B4.2%5Ctimes10%5E-9%7D%3D?scale=1.5"" alt=""LaTeX: \frac{7.72\times10^-7}{4.2\times10^-9}="" data-equation-content=""\frac{7.72\times10^-7}{4.2\times10^-9}="" data-ignore-a11y-check=""""></mattext>",183.81;0.91905,numerical_tolerance
3.5 x 10<sup>8</sup> × 2.2 x 10<sup>-8</sup> =,7.7;0.0385,numerical_tolerance
24.2 × 1300 =,31460;157.3,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{0.00000268}{8.3\times10^-7}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B0.00000268%7D%7B8.3%5Ctimes10%5E-7%7D%3D?scale=1.5"" alt=""LaTeX: \frac{0.00000268}{8.3\times10^-7}="" data-equation-content=""\frac{0.00000268}{8.3\times10^-7}="" data-ignore-a11y-check=""""></mattext>",3.2289;0.016145,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{2.67}{1.2}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B2.67%7D%7B1.2%7D%3D?scale=1.5"" alt=""LaTeX: \frac{2.67}{1.2}="" data-equation-content=""\frac{2.67}{1.2}="" data-ignore-a11y-check=""""></mattext>",2.225;0.011125,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{4.24}{0.000056}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B4.24%7D%7B0.000056%7D%3D?scale=1.5"" alt=""LaTeX: \frac{4.24}{0.000056}="" data-equation-content=""\frac{4.24}{0.000056}="" data-ignore-a11y-check=""""></mattext>",75714;378.57,numerical_tolerance
430 × 0.055 =,23.65;0.11825,numerical_tolerance
5.0 x 10<sup>2</sup> × 60. =,30000;150,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{6200}{0.0778}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B6200%7D%7B0.0778%7D%3D?scale=1.5"" alt=""LaTeX: \frac{6200}{0.0778}="" data-equation-content=""\frac{6200}{0.0778}="" data-ignore-a11y-check=""""></mattext>",79692;398.46,numerical_tolerance
6.1 x 10<sup>8</sup> × 6.0 x 10<sup>6</sup> =,3.66e+15;1.83e+13,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{4620}{0.011}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B4620%7D%7B0.011%7D%3D?scale=1.5"" alt=""LaTeX: \frac{4620}{0.011}="" data-equation-content=""\frac{4620}{0.011}="" data-ignore-a11y-check=""""></mattext>",4.2e+05;2100,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{3.1\times10^6}{109}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B3.1%5Ctimes10%5E6%7D%7B109%7D%3D?scale=1.5"" alt=""LaTeX: \frac{3.1\times10^6}{109}="" data-equation-content=""\frac{3.1\times10^6}{109}="" data-ignore-a11y-check=""""></mattext>",28440;142.2,numerical_tolerance
0.00280 × 8.36 =,0.023408;0.00011704,numerical_tolerance
185000 × 2.08 =,3.848e+05;1924,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{1.20\times10^3}{0.00187}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B1.20%5Ctimes10%5E3%7D%7B0.00187%7D%3D?scale=1.5"" alt=""LaTeX: \frac{1.20\times10^3}{0.00187}="" data-equation-content=""\frac{1.20\times10^3}{0.00187}="" data-ignore-a11y-check=""""></mattext>",6.4171e+05;3208.6,numerical_tolerance
4.2 x 10<sup>-9</sup> × 5.1 x 10<sup>6</sup> =,0.02142;0.0001071,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{262000}{1.30}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B262000%7D%7B1.30%7D%3D?scale=1.5"" alt=""LaTeX: \frac{262000}{1.30}="" data-equation-content=""\frac{262000}{1.30}="" data-ignore-a11y-check=""""></mattext>",2.0154e+05;1007.7,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{1.70\times10^6}{0.00436}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B1.70%5Ctimes10%5E6%7D%7B0.00436%7D%3D?scale=1.5"" alt=""LaTeX: \frac{1.70\times10^6}{0.00436}="" data-equation-content=""\frac{1.70\times10^6}{0.00436}="" data-ignore-a11y-check=""""></mattext>",3.8991e+08;1.9495e+06,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{1500}{0.00774}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B1500%7D%7B0.00774%7D%3D?scale=1.5"" alt=""LaTeX: \frac{1500}{0.00774}="" data-equation-content=""\frac{1500}{0.00774}="" data-ignore-a11y-check=""""></mattext>",1.938e+05;968.99,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{6.2}{1.00\times10^-9}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B6.2%7D%7B1.00%5Ctimes10%5E-9%7D%3D?scale=1.5"" alt=""LaTeX: \frac{6.2}{1.00\times10^-9}="" data-equation-content=""\frac{6.2}{1.00\times10^-9}="" data-ignore-a11y-check=""""></mattext>",6.2e+09;3.1e+07,numerical_tolerance
3.0 x 10<sup>7</sup> × 13 =,3.9e+08;1.95e+06,numerical_tolerance
0.010 × 76300 =,763;3.815,numerical_tolerance
210 × 0.50 =,105;0.525,numerical_tolerance
0.0000014 × 201000 =,0.2814;0.001407,numerical_tolerance
0.00000444 × 153000 =,0.67932;0.0033966,numerical_tolerance
9.0 x 10<sup>5</sup> × 1.4 x 10<sup>6</sup> =,1.26e+12;6.3e+09,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{2.60\times10^4}{214}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B2.60%5Ctimes10%5E4%7D%7B214%7D%3D?scale=1.5"" alt=""LaTeX: \frac{2.60\times10^4}{214}="" data-equation-content=""\frac{2.60\times10^4}{214}="" data-ignore-a11y-check=""""></mattext>",121.5;0.60748,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{1.66\times10^6}{371}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B1.66%5Ctimes10%5E6%7D%7B371%7D%3D?scale=1.5"" alt=""LaTeX: \frac{1.66\times10^6}{371}="" data-equation-content=""\frac{1.66\times10^6}{371}="" data-ignore-a11y-check=""""></mattext>",4474.4;22.372,numerical_tolerance
4.5 x 10<sup>6</sup> × 321000 =,1.4445e+12;7.2225e+09,numerical_tolerance
66100 × 1400 =,9.254e+07;4.627e+05,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{840}{160}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B840%7D%7B160%7D%3D?scale=1.5"" alt=""LaTeX: \frac{840}{160}="" data-equation-content=""\frac{840}{160}="" data-ignore-a11y-check=""""></mattext>",5.25;0.02625,numerical_tolerance
