question,correct_answers,incorrect_answers,question_type
"Which reactant is in excess when 1.96 g of S react with 6.37 g of K?<br><mattext texttype=""text/html""><img class=""equation_image"" title=""2K(s)+S(s)\leftrightarrows{}K_{2}S(s)"" src=""https://weber.instructure.com/equation_images/2K%28s%29%2BS%28s%29%5Cleftrightarrows%7B%7DK_%7B2%7DS%28s%29?scale=1.5"" alt=""LaTeX: 2K(s)+S(s)\leftrightarrows{}K_{2}S(s)"" data-equation-content=""2K(s)+S(s)\leftrightarrows{}K_{2}S(s)"" data-ignore-a11y-check=""""></mattext>",K,S,multiple_choice
"Which reactant is in excess when 0.3318 mol of CuCl<sub>2</sub> react with 0.191 mol of Al?<br><mattext texttype=""text/html""><img class=""equation_image"" title=""2Al(s)+3CuCl_{2}(aq)\leftrightarrows{}2AlCl_{3}(aq)+3Cu(s)"" src=""https://weber.instructure.com/equation_images/2Al%28s%29%2B3CuCl_%7B2%7D%28aq%29%5Cleftrightarrows%7B%7D2AlCl_%7B3%7D%28aq%29%2B3Cu%28s%29?scale=1.5"" alt=""LaTeX: 2Al(s)+3CuCl_{2}(aq)\leftrightarrows{}2AlCl_{3}(aq)+3Cu(s)"" data-equation-content=""2Al(s)+3CuCl_{2}(aq)\leftrightarrows{}2AlCl_{3}(aq)+3Cu(s)"" data-ignore-a11y-check=""""></mattext>",CuCl2,Al,multiple_choice
"Which reactant is in excess when 0.021 mol of NH<sub>3</sub> react with 0.636 g of H<sub>2</sub>SO<sub>4</sub>?<br><mattext texttype=""text/html""><img class=""equation_image"" title=""2NH_{3}(g)+H_{2}SO_{4}(aq)\leftrightarrows{}(NH_{4})_{2}SO_{4}(aq)"" src=""https://weber.instructure.com/equation_images/2NH_%7B3%7D%28g%29%2BH_%7B2%7DSO_%7B4%7D%28aq%29%5Cleftrightarrows%7B%7D%28NH_%7B4%7D%29_%7B2%7DSO_%7B4%7D%28aq%29?scale=1.5"" alt=""LaTeX: 2NH_{3}(g)+H_{2}SO_{4}(aq)\leftrightarrows{}(NH_{4})_{2}SO_{4}(aq)"" data-equation-content=""2NH_{3}(g)+H_{2}SO_{4}(aq)\leftrightarrows{}(NH_{4})_{2}SO_{4}(aq)"" data-ignore-a11y-check=""""></mattext>",NH3,H2SO4,multiple_choice
"Which reactant is limiting when 0.005801 mol of H<sub>2</sub>O react with 0.00573 mol of Ca?<br><mattext texttype=""text/html""><img class=""equation_image"" title=""Ca(s)+2H_{2}O(l)\leftrightarrows{}Ca(OH)_{2}(aq)+H_{2}(g)"" src=""https://weber.instructure.com/equation_images/Ca%28s%29%2B2H_%7B2%7DO%28l%29%5Cleftrightarrows%7B%7DCa%28OH%29_%7B2%7D%28aq%29%2BH_%7B2%7D%28g%29?scale=1.5"" alt=""LaTeX: Ca(s)+2H_{2}O(l)\leftrightarrows{}Ca(OH)_{2}(aq)+H_{2}(g)"" data-equation-content=""Ca(s)+2H_{2}O(l)\leftrightarrows{}Ca(OH)_{2}(aq)+H_{2}(g)"" data-ignore-a11y-check=""""></mattext>",H2O,Ca,multiple_choice
"Which reactant is limiting when 13.04 g of H<sub>3</sub>PO<sub>4</sub> react with 6.14 g of Ca?<br><mattext texttype=""text/html""><img class=""equation_image"" title=""3Ca(s)+2H_{3}PO_{4}(aq)\leftrightarrows{}Ca_{3}(PO_{4})_{2}(s)+3H_{2}(g)"" src=""https://weber.instructure.com/equation_images/3Ca%28s%29%2B2H_%7B3%7DPO_%7B4%7D%28aq%29%5Cleftrightarrows%7B%7DCa_%7B3%7D%28PO_%7B4%7D%29_%7B2%7D%28s%29%2B3H_%7B2%7D%28g%29?scale=1.5"" alt=""LaTeX: 3Ca(s)+2H_{3}PO_{4}(aq)\leftrightarrows{}Ca_{3}(PO_{4})_{2}(s)+3H_{2}(g)"" data-equation-content=""3Ca(s)+2H_{3}PO_{4}(aq)\leftrightarrows{}Ca_{3}(PO_{4})_{2}(s)+3H_{2}(g)"" data-ignore-a11y-check=""""></mattext>",Ca,H3PO4,multiple_choice
"Which reactant is in excess when 0.0241 mol of S react with 0.55 g of O<sub>2</sub>?<br><mattext texttype=""text/html""><img class=""equation_image"" title=""S(s)+O_{2}(g)\leftrightarrows{}SO_{2}(g)"" src=""https://weber.instructure.com/equation_images/S%28s%29%2BO_%7B2%7D%28g%29%5Cleftrightarrows%7B%7DSO_%7B2%7D%28g%29?scale=1.5"" alt=""LaTeX: S(s)+O_{2}(g)\leftrightarrows{}SO_{2}(g)"" data-equation-content=""S(s)+O_{2}(g)\leftrightarrows{}SO_{2}(g)"" data-ignore-a11y-check=""""></mattext>",S,O2,multiple_choice
"Which reactant is limiting when 0.587 mol of Cl<sub>2</sub> react with 0.05899 mol of P<sub>4</sub>?<br><mattext texttype=""text/html""><img class=""equation_image"" title=""P_{4}(s)+6Cl_{2}(g)\leftrightarrows{}4PCl_{3}(l)"" src=""https://weber.instructure.com/equation_images/P_%7B4%7D%28s%29%2B6Cl_%7B2%7D%28g%29%5Cleftrightarrows%7B%7D4PCl_%7B3%7D%28l%29?scale=1.5"" alt=""LaTeX: P_{4}(s)+6Cl_{2}(g)\leftrightarrows{}4PCl_{3}(l)"" data-equation-content=""P_{4}(s)+6Cl_{2}(g)\leftrightarrows{}4PCl_{3}(l)"" data-ignore-a11y-check=""""></mattext>",P4,Cl2,multiple_choice
"Which reactant is limiting when 0.004360 mol of O<sub>2</sub> react with 0.00119 mol of C<sub>4</sub>H<sub>10</sub>?<br><mattext texttype=""text/html""><img class=""equation_image"" title=""2C_{4}H_{10}(g)+13O_{2}(g)\leftrightarrows{}8CO_{2}(g)+10H_{2}O(g)"" src=""https://weber.instructure.com/equation_images/2C_%7B4%7DH_%7B10%7D%28g%29%2B13O_%7B2%7D%28g%29%5Cleftrightarrows%7B%7D8CO_%7B2%7D%28g%29%2B10H_%7B2%7DO%28g%29?scale=1.5"" alt=""LaTeX: 2C_{4}H_{10}(g)+13O_{2}(g)\leftrightarrows{}8CO_{2}(g)+10H_{2}O(g)"" data-equation-content=""2C_{4}H_{10}(g)+13O_{2}(g)\leftrightarrows{}8CO_{2}(g)+10H_{2}O(g)"" data-ignore-a11y-check=""""></mattext>",O2,C4H10,multiple_choice
"Which reactant is limiting when 6.5 g of H<sub>2</sub>O react with 4.2 g of Li?<br><mattext texttype=""text/html""><img class=""equation_image"" title=""2Li(s)+2H_{2}O(l)\leftrightarrows{}2LiOH(aq)+H_{2}(g)"" src=""https://weber.instructure.com/equation_images/2Li%28s%29%2B2H_%7B2%7DO%28l%29%5Cleftrightarrows%7B%7D2LiOH%28aq%29%2BH_%7B2%7D%28g%29?scale=1.5"" alt=""LaTeX: 2Li(s)+2H_{2}O(l)\leftrightarrows{}2LiOH(aq)+H_{2}(g)"" data-equation-content=""2Li(s)+2H_{2}O(l)\leftrightarrows{}2LiOH(aq)+H_{2}(g)"" data-ignore-a11y-check=""""></mattext>",H2O,Li,multiple_choice
"Which reactant is in excess when 0.0255 mol of Fe react with 0.018 mol of H<sub>2</sub>O?<br><mattext texttype=""text/html""><img class=""equation_image"" title=""3Fe(s)+4H_{2}O(g)\leftrightarrows{}Fe_{3}O_{4}(s)+4H_{2}(g)"" src=""https://weber.instructure.com/equation_images/3Fe%28s%29%2B4H_%7B2%7DO%28g%29%5Cleftrightarrows%7B%7DFe_%7B3%7DO_%7B4%7D%28s%29%2B4H_%7B2%7D%28g%29?scale=1.5"" alt=""LaTeX: 3Fe(s)+4H_{2}O(g)\leftrightarrows{}Fe_{3}O_{4}(s)+4H_{2}(g)"" data-equation-content=""3Fe(s)+4H_{2}O(g)\leftrightarrows{}Fe_{3}O_{4}(s)+4H_{2}(g)"" data-ignore-a11y-check=""""></mattext>",Fe,H2O,multiple_choice
"Which reactant is in excess when 1.8 g of Li react with 6.72 g of H<sub>2</sub>O?<br><mattext texttype=""text/html""><img class=""equation_image"" title=""2Li(s)+2H_{2}O(l)\leftrightarrows{}2LiOH(aq)+H_{2}(g)"" src=""https://weber.instructure.com/equation_images/2Li%28s%29%2B2H_%7B2%7DO%28l%29%5Cleftrightarrows%7B%7D2LiOH%28aq%29%2BH_%7B2%7D%28g%29?scale=1.5"" alt=""LaTeX: 2Li(s)+2H_{2}O(l)\leftrightarrows{}2LiOH(aq)+H_{2}(g)"" data-equation-content=""2Li(s)+2H_{2}O(l)\leftrightarrows{}2LiOH(aq)+H_{2}(g)"" data-ignore-a11y-check=""""></mattext>",H2O,Li,multiple_choice
"Which reactant is in excess when 0.0011 mol of Al react with 0.001141 mol of H<sub>2</sub>SO<sub>4</sub>?<br><mattext texttype=""text/html""><img class=""equation_image"" title=""2Al(s)+3H_{2}SO_{4}(aq)\leftrightarrows{}Al_{2}(SO_{4})_{3}(aq)+3H_{2}(g)"" src=""https://weber.instructure.com/equation_images/2Al%28s%29%2B3H_%7B2%7DSO_%7B4%7D%28aq%29%5Cleftrightarrows%7B%7DAl_%7B2%7D%28SO_%7B4%7D%29_%7B3%7D%28aq%29%2B3H_%7B2%7D%28g%29?scale=1.5"" alt=""LaTeX: 2Al(s)+3H_{2}SO_{4}(aq)\leftrightarrows{}Al_{2}(SO_{4})_{3}(aq)+3H_{2}(g)"" data-equation-content=""2Al(s)+3H_{2}SO_{4}(aq)\leftrightarrows{}Al_{2}(SO_{4})_{3}(aq)+3H_{2}(g)"" data-ignore-a11y-check=""""></mattext>",Al,H2SO4,multiple_choice
"Which reactant is limiting when 0.00398 mol of H<sub>2</sub>SO<sub>4</sub> react with 0.0035 mol of Al?<br><mattext texttype=""text/html""><img class=""equation_image"" title=""2Al(s)+3H_{2}SO_{4}(aq)\leftrightarrows{}Al_{2}(SO_{4})_{3}(aq)+3H_{2}(g)"" src=""https://weber.instructure.com/equation_images/2Al%28s%29%2B3H_%7B2%7DSO_%7B4%7D%28aq%29%5Cleftrightarrows%7B%7DAl_%7B2%7D%28SO_%7B4%7D%29_%7B3%7D%28aq%29%2B3H_%7B2%7D%28g%29?scale=1.5"" alt=""LaTeX: 2Al(s)+3H_{2}SO_{4}(aq)\leftrightarrows{}Al_{2}(SO_{4})_{3}(aq)+3H_{2}(g)"" data-equation-content=""2Al(s)+3H_{2}SO_{4}(aq)\leftrightarrows{}Al_{2}(SO_{4})_{3}(aq)+3H_{2}(g)"" data-ignore-a11y-check=""""></mattext>",H2SO4,Al,multiple_choice
"Which reactant is in excess when 8.43 g of Mg react with 8.556 g of HF?<br><mattext texttype=""text/html""><img class=""equation_image"" title=""2HF(aq)+Mg(s)\leftrightarrows{}MgF_{2}(aq)+H_{2}(g)"" src=""https://weber.instructure.com/equation_images/2HF%28aq%29%2BMg%28s%29%5Cleftrightarrows%7B%7DMgF_%7B2%7D%28aq%29%2BH_%7B2%7D%28g%29?scale=1.5"" alt=""LaTeX: 2HF(aq)+Mg(s)\leftrightarrows{}MgF_{2}(aq)+H_{2}(g)"" data-equation-content=""2HF(aq)+Mg(s)\leftrightarrows{}MgF_{2}(aq)+H_{2}(g)"" data-ignore-a11y-check=""""></mattext>",Mg,HF,multiple_choice
"Which reactant is limiting when 0.02798 mol of H<sub>2</sub>SO<sub>4</sub> react with 0.33 g of Al?<br><mattext texttype=""text/html""><img class=""equation_image"" title=""2Al(s)+3H_{2}SO_{4}(aq)\leftrightarrows{}Al_{2}(SO_{4})_{3}(aq)+3H_{2}(g)"" src=""https://weber.instructure.com/equation_images/2Al%28s%29%2B3H_%7B2%7DSO_%7B4%7D%28aq%29%5Cleftrightarrows%7B%7DAl_%7B2%7D%28SO_%7B4%7D%29_%7B3%7D%28aq%29%2B3H_%7B2%7D%28g%29?scale=1.5"" alt=""LaTeX: 2Al(s)+3H_{2}SO_{4}(aq)\leftrightarrows{}Al_{2}(SO_{4})_{3}(aq)+3H_{2}(g)"" data-equation-content=""2Al(s)+3H_{2}SO_{4}(aq)\leftrightarrows{}Al_{2}(SO_{4})_{3}(aq)+3H_{2}(g)"" data-ignore-a11y-check=""""></mattext>",Al,H2SO4,multiple_choice
"Which reactant is limiting when 0.0109 mol of H<sub>3</sub>PO<sub>4</sub> react with 0.0223 mol of Be?<br><mattext texttype=""text/html""><img class=""equation_image"" title=""3Be(s)+2H_{3}PO_{4}(aq)\leftrightarrows{}Be_{3}(PO_{4})_{2}(s)+3H_{2}(g)"" src=""https://weber.instructure.com/equation_images/3Be%28s%29%2B2H_%7B3%7DPO_%7B4%7D%28aq%29%5Cleftrightarrows%7B%7DBe_%7B3%7D%28PO_%7B4%7D%29_%7B2%7D%28s%29%2B3H_%7B2%7D%28g%29?scale=1.5"" alt=""LaTeX: 3Be(s)+2H_{3}PO_{4}(aq)\leftrightarrows{}Be_{3}(PO_{4})_{2}(s)+3H_{2}(g)"" data-equation-content=""3Be(s)+2H_{3}PO_{4}(aq)\leftrightarrows{}Be_{3}(PO_{4})_{2}(s)+3H_{2}(g)"" data-ignore-a11y-check=""""></mattext>",H3PO4,Be,multiple_choice
"Which reactant is limiting when 0.486 g of Be react with 5.79 g of H<sub>3</sub>PO<sub>4</sub>?<br><mattext texttype=""text/html""><img class=""equation_image"" title=""3Be(s)+2H_{3}PO_{4}(aq)\leftrightarrows{}Be_{3}(PO_{4})_{2}(s)+3H_{2}(g)"" src=""https://weber.instructure.com/equation_images/3Be%28s%29%2B2H_%7B3%7DPO_%7B4%7D%28aq%29%5Cleftrightarrows%7B%7DBe_%7B3%7D%28PO_%7B4%7D%29_%7B2%7D%28s%29%2B3H_%7B2%7D%28g%29?scale=1.5"" alt=""LaTeX: 3Be(s)+2H_{3}PO_{4}(aq)\leftrightarrows{}Be_{3}(PO_{4})_{2}(s)+3H_{2}(g)"" data-equation-content=""3Be(s)+2H_{3}PO_{4}(aq)\leftrightarrows{}Be_{3}(PO_{4})_{2}(s)+3H_{2}(g)"" data-ignore-a11y-check=""""></mattext>",Be,H3PO4,multiple_choice
"Which reactant is in excess when 0.61 g of S react with 0.21 g of Li?<br><mattext texttype=""text/html""><img class=""equation_image"" title=""2Li(s)+S(s)\leftrightarrows{}Li_{2}S(s)"" src=""https://weber.instructure.com/equation_images/2Li%28s%29%2BS%28s%29%5Cleftrightarrows%7B%7DLi_%7B2%7DS%28s%29?scale=1.5"" alt=""LaTeX: 2Li(s)+S(s)\leftrightarrows{}Li_{2}S(s)"" data-equation-content=""2Li(s)+S(s)\leftrightarrows{}Li_{2}S(s)"" data-ignore-a11y-check=""""></mattext>",S,Li,multiple_choice
"Which reactant is in excess when 0.258 mol of NH<sub>3</sub> react with 7.115 g of O<sub>2</sub>?<br><mattext texttype=""text/html""><img class=""equation_image"" title=""4NH_{3}(g)+5O_{2}(g)\leftrightarrows{}4NO(g)+6H_{2}O(g)"" src=""https://weber.instructure.com/equation_images/4NH_%7B3%7D%28g%29%2B5O_%7B2%7D%28g%29%5Cleftrightarrows%7B%7D4NO%28g%29%2B6H_%7B2%7DO%28g%29?scale=1.5"" alt=""LaTeX: 4NH_{3}(g)+5O_{2}(g)\leftrightarrows{}4NO(g)+6H_{2}O(g)"" data-equation-content=""4NH_{3}(g)+5O_{2}(g)\leftrightarrows{}4NO(g)+6H_{2}O(g)"" data-ignore-a11y-check=""""></mattext>",NH3,O2,multiple_choice
"Which reactant is limiting when 16.0 g of O<sub>2</sub> react with 1.4 g of H<sub>2</sub>?<br><mattext texttype=""text/html""><img class=""equation_image"" title=""O_{2}(g)+2H_{2}(g)\leftrightarrows{}2H_{2}O(g)"" src=""https://weber.instructure.com/equation_images/O_%7B2%7D%28g%29%2B2H_%7B2%7D%28g%29%5Cleftrightarrows%7B%7D2H_%7B2%7DO%28g%29?scale=1.5"" alt=""LaTeX: O_{2}(g)+2H_{2}(g)\leftrightarrows{}2H_{2}O(g)"" data-equation-content=""O_{2}(g)+2H_{2}(g)\leftrightarrows{}2H_{2}O(g)"" data-ignore-a11y-check=""""></mattext>",H2,O2,multiple_choice
"Which reactant is in excess when 0.095 mol of H<sub>2</sub>SO<sub>4</sub> react with 0.30 mol of NH<sub>3</sub>?<br><mattext texttype=""text/html""><img class=""equation_image"" title=""2NH_{3}(g)+H_{2}SO_{4}(aq)\leftrightarrows{}(NH_{4})_{2}SO_{4}(aq)"" src=""https://weber.instructure.com/equation_images/2NH_%7B3%7D%28g%29%2BH_%7B2%7DSO_%7B4%7D%28aq%29%5Cleftrightarrows%7B%7D%28NH_%7B4%7D%29_%7B2%7DSO_%7B4%7D%28aq%29?scale=1.5"" alt=""LaTeX: 2NH_{3}(g)+H_{2}SO_{4}(aq)\leftrightarrows{}(NH_{4})_{2}SO_{4}(aq)"" data-equation-content=""2NH_{3}(g)+H_{2}SO_{4}(aq)\leftrightarrows{}(NH_{4})_{2}SO_{4}(aq)"" data-ignore-a11y-check=""""></mattext>",NH3,H2SO4,multiple_choice
"Which reactant is limiting when 0.1139 mol of Mg react with 0.1215 mol of HBr?<br><mattext texttype=""text/html""><img class=""equation_image"" title=""2HBr(aq)+Mg(s)\leftrightarrows{}MgBr_{2}(aq)+H_{2}(g)"" src=""https://weber.instructure.com/equation_images/2HBr%28aq%29%2BMg%28s%29%5Cleftrightarrows%7B%7DMgBr_%7B2%7D%28aq%29%2BH_%7B2%7D%28g%29?scale=1.5"" alt=""LaTeX: 2HBr(aq)+Mg(s)\leftrightarrows{}MgBr_{2}(aq)+H_{2}(g)"" data-equation-content=""2HBr(aq)+Mg(s)\leftrightarrows{}MgBr_{2}(aq)+H_{2}(g)"" data-ignore-a11y-check=""""></mattext>",HBr,Mg,multiple_choice
"Which reactant is in excess when 0.110 g of Cl<sub>2</sub> react with 0.3570 g of KI?<br><mattext texttype=""text/html""><img class=""equation_image"" title=""2KI(aq)+Cl_{2}(g)\leftrightarrows{}2KCl(aq)+I_{2}(s)"" src=""https://weber.instructure.com/equation_images/2KI%28aq%29%2BCl_%7B2%7D%28g%29%5Cleftrightarrows%7B%7D2KCl%28aq%29%2BI_%7B2%7D%28s%29?scale=1.5"" alt=""LaTeX: 2KI(aq)+Cl_{2}(g)\leftrightarrows{}2KCl(aq)+I_{2}(s)"" data-equation-content=""2KI(aq)+Cl_{2}(g)\leftrightarrows{}2KCl(aq)+I_{2}(s)"" data-ignore-a11y-check=""""></mattext>",Cl2,KI,multiple_choice
"Which reactant is in excess when 8.1 g of Mg react with 107.5 g of HBr?<br><mattext texttype=""text/html""><img class=""equation_image"" title=""2HBr(aq)+Mg(s)\leftrightarrows{}MgBr_{2}(aq)+H_{2}(g)"" src=""https://weber.instructure.com/equation_images/2HBr%28aq%29%2BMg%28s%29%5Cleftrightarrows%7B%7DMgBr_%7B2%7D%28aq%29%2BH_%7B2%7D%28g%29?scale=1.5"" alt=""LaTeX: 2HBr(aq)+Mg(s)\leftrightarrows{}MgBr_{2}(aq)+H_{2}(g)"" data-equation-content=""2HBr(aq)+Mg(s)\leftrightarrows{}MgBr_{2}(aq)+H_{2}(g)"" data-ignore-a11y-check=""""></mattext>",HBr,Mg,multiple_choice
"Which reactant is in excess when 0.001927 mol of Sr react with 0.2642 g of HCl?<br><mattext texttype=""text/html""><img class=""equation_image"" title=""2HCl(aq)+Sr(s)\leftrightarrows{}SrCl_{2}(aq)+H_{2}(g)"" src=""https://weber.instructure.com/equation_images/2HCl%28aq%29%2BSr%28s%29%5Cleftrightarrows%7B%7DSrCl_%7B2%7D%28aq%29%2BH_%7B2%7D%28g%29?scale=1.5"" alt=""LaTeX: 2HCl(aq)+Sr(s)\leftrightarrows{}SrCl_{2}(aq)+H_{2}(g)"" data-equation-content=""2HCl(aq)+Sr(s)\leftrightarrows{}SrCl_{2}(aq)+H_{2}(g)"" data-ignore-a11y-check=""""></mattext>",HCl,Sr,multiple_choice
"Which reactant is in excess when 0.020 mol of Cu react with 0.0257 mol of AgNO<sub>3</sub>?<br><mattext texttype=""text/html""><img class=""equation_image"" title=""2AgNO_{3}(aq)+Cu(s)\leftrightarrows{}Cu(NO_{3})_{2}(aq)+2Ag(s)"" src=""https://weber.instructure.com/equation_images/2AgNO_%7B3%7D%28aq%29%2BCu%28s%29%5Cleftrightarrows%7B%7DCu%28NO_%7B3%7D%29_%7B2%7D%28aq%29%2B2Ag%28s%29?scale=1.5"" alt=""LaTeX: 2AgNO_{3}(aq)+Cu(s)\leftrightarrows{}Cu(NO_{3})_{2}(aq)+2Ag(s)"" data-equation-content=""2AgNO_{3}(aq)+Cu(s)\leftrightarrows{}Cu(NO_{3})_{2}(aq)+2Ag(s)"" data-ignore-a11y-check=""""></mattext>",Cu,AgNO3,multiple_choice
"Which reactant is limiting when 0.0096 mol of KI react with 1.249 g of Br<sub>2</sub>?<br><mattext texttype=""text/html""><img class=""equation_image"" title=""2KI(aq)+Br_{2}(g)\leftrightarrows{}2KBr(aq)+I_{2}(s)"" src=""https://weber.instructure.com/equation_images/2KI%28aq%29%2BBr_%7B2%7D%28g%29%5Cleftrightarrows%7B%7D2KBr%28aq%29%2BI_%7B2%7D%28s%29?scale=1.5"" alt=""LaTeX: 2KI(aq)+Br_{2}(g)\leftrightarrows{}2KBr(aq)+I_{2}(s)"" data-equation-content=""2KI(aq)+Br_{2}(g)\leftrightarrows{}2KBr(aq)+I_{2}(s)"" data-ignore-a11y-check=""""></mattext>",KI,Br2,multiple_choice
"Which reactant is in excess when 0.0044 mol of AgNO<sub>3</sub> react with 0.251 g of Cu?<br><mattext texttype=""text/html""><img class=""equation_image"" title=""2AgNO_{3}(aq)+Cu(s)\leftrightarrows{}Cu(NO_{3})_{2}(aq)+2Ag(s)"" src=""https://weber.instructure.com/equation_images/2AgNO_%7B3%7D%28aq%29%2BCu%28s%29%5Cleftrightarrows%7B%7DCu%28NO_%7B3%7D%29_%7B2%7D%28aq%29%2B2Ag%28s%29?scale=1.5"" alt=""LaTeX: 2AgNO_{3}(aq)+Cu(s)\leftrightarrows{}Cu(NO_{3})_{2}(aq)+2Ag(s)"" data-equation-content=""2AgNO_{3}(aq)+Cu(s)\leftrightarrows{}Cu(NO_{3})_{2}(aq)+2Ag(s)"" data-ignore-a11y-check=""""></mattext>",Cu,AgNO3,multiple_choice
"Which reactant is limiting when 0.00283 mol of Cu react with 0.501 g of AgNO<sub>3</sub>?<br><mattext texttype=""text/html""><img class=""equation_image"" title=""2AgNO_{3}(aq)+Cu(s)\leftrightarrows{}Cu(NO_{3})_{2}(aq)+2Ag(s)"" src=""https://weber.instructure.com/equation_images/2AgNO_%7B3%7D%28aq%29%2BCu%28s%29%5Cleftrightarrows%7B%7DCu%28NO_%7B3%7D%29_%7B2%7D%28aq%29%2B2Ag%28s%29?scale=1.5"" alt=""LaTeX: 2AgNO_{3}(aq)+Cu(s)\leftrightarrows{}Cu(NO_{3})_{2}(aq)+2Ag(s)"" data-equation-content=""2AgNO_{3}(aq)+Cu(s)\leftrightarrows{}Cu(NO_{3})_{2}(aq)+2Ag(s)"" data-ignore-a11y-check=""""></mattext>",AgNO3,Cu,multiple_choice
"Which reactant is limiting when 2.21 g of Cu react with 9.294 g of HNO<sub>3</sub>?<br><mattext texttype=""text/html""><img class=""equation_image"" title=""3Cu(s)+8HNO_{3}(aq)\leftrightarrows{}3Cu(NO_{3})_{2}(aq)+2NO(g)+4H_{2}O(l)"" src=""https://weber.instructure.com/equation_images/3Cu%28s%29%2B8HNO_%7B3%7D%28aq%29%5Cleftrightarrows%7B%7D3Cu%28NO_%7B3%7D%29_%7B2%7D%28aq%29%2B2NO%28g%29%2B4H_%7B2%7DO%28l%29?scale=1.5"" alt=""LaTeX: 3Cu(s)+8HNO_{3}(aq)\leftrightarrows{}3Cu(NO_{3})_{2}(aq)+2NO(g)+4H_{2}O(l)"" data-equation-content=""3Cu(s)+8HNO_{3}(aq)\leftrightarrows{}3Cu(NO_{3})_{2}(aq)+2NO(g)+4H_{2}O(l)"" data-ignore-a11y-check=""""></mattext>",Cu,HNO3,multiple_choice
"Which reactant is limiting when 0.0492 mol of KI react with 0.02910 mol of Br<sub>2</sub>?<br><mattext texttype=""text/html""><img class=""equation_image"" title=""2KI(aq)+Br_{2}(g)\leftrightarrows{}2KBr(aq)+I_{2}(s)"" src=""https://weber.instructure.com/equation_images/2KI%28aq%29%2BBr_%7B2%7D%28g%29%5Cleftrightarrows%7B%7D2KBr%28aq%29%2BI_%7B2%7D%28s%29?scale=1.5"" alt=""LaTeX: 2KI(aq)+Br_{2}(g)\leftrightarrows{}2KBr(aq)+I_{2}(s)"" data-equation-content=""2KI(aq)+Br_{2}(g)\leftrightarrows{}2KBr(aq)+I_{2}(s)"" data-ignore-a11y-check=""""></mattext>",KI,Br2,multiple_choice
"Which reactant is limiting when 0.008174 mol of NaI react with 0.002752 mol of Cl<sub>2</sub>?<br><mattext texttype=""text/html""><img class=""equation_image"" title=""2NaI(aq)+Cl_{2}(g)\leftrightarrows{}2NaCl(aq)+I_{2}(s)"" src=""https://weber.instructure.com/equation_images/2NaI%28aq%29%2BCl_%7B2%7D%28g%29%5Cleftrightarrows%7B%7D2NaCl%28aq%29%2BI_%7B2%7D%28s%29?scale=1.5"" alt=""LaTeX: 2NaI(aq)+Cl_{2}(g)\leftrightarrows{}2NaCl(aq)+I_{2}(s)"" data-equation-content=""2NaI(aq)+Cl_{2}(g)\leftrightarrows{}2NaCl(aq)+I_{2}(s)"" data-ignore-a11y-check=""""></mattext>",Cl2,NaI,multiple_choice
"Which reactant is limiting when 0.00608 mol of CuCl<sub>2</sub> react with 0.005494 mol of Al?<br><mattext texttype=""text/html""><img class=""equation_image"" title=""2Al(s)+3CuCl_{2}(aq)\leftrightarrows{}2AlCl_{3}(aq)+3Cu(s)"" src=""https://weber.instructure.com/equation_images/2Al%28s%29%2B3CuCl_%7B2%7D%28aq%29%5Cleftrightarrows%7B%7D2AlCl_%7B3%7D%28aq%29%2B3Cu%28s%29?scale=1.5"" alt=""LaTeX: 2Al(s)+3CuCl_{2}(aq)\leftrightarrows{}2AlCl_{3}(aq)+3Cu(s)"" data-equation-content=""2Al(s)+3CuCl_{2}(aq)\leftrightarrows{}2AlCl_{3}(aq)+3Cu(s)"" data-ignore-a11y-check=""""></mattext>",CuCl2,Al,multiple_choice
"Which reactant is in excess when 0.0034 mol of C<sub>4</sub>H<sub>10</sub> react with 0.036 mol of O<sub>2</sub>?<br><mattext texttype=""text/html""><img class=""equation_image"" title=""2C_{4}H_{10}(g)+13O_{2}(g)\leftrightarrows{}8CO_{2}(g)+10H_{2}O(g)"" src=""https://weber.instructure.com/equation_images/2C_%7B4%7DH_%7B10%7D%28g%29%2B13O_%7B2%7D%28g%29%5Cleftrightarrows%7B%7D8CO_%7B2%7D%28g%29%2B10H_%7B2%7DO%28g%29?scale=1.5"" alt=""LaTeX: 2C_{4}H_{10}(g)+13O_{2}(g)\leftrightarrows{}8CO_{2}(g)+10H_{2}O(g)"" data-equation-content=""2C_{4}H_{10}(g)+13O_{2}(g)\leftrightarrows{}8CO_{2}(g)+10H_{2}O(g)"" data-ignore-a11y-check=""""></mattext>",O2,C4H10,multiple_choice
"Which reactant is limiting when 0.006254 mol of FeO react with 0.0530 g of C?<br><mattext texttype=""text/html""><img class=""equation_image"" title=""2C(s)+4FeO(s)\leftrightarrows{}4Fe(s)+2CO_{2}(g)"" src=""https://weber.instructure.com/equation_images/2C%28s%29%2B4FeO%28s%29%5Cleftrightarrows%7B%7D4Fe%28s%29%2B2CO_%7B2%7D%28g%29?scale=1.5"" alt=""LaTeX: 2C(s)+4FeO(s)\leftrightarrows{}4Fe(s)+2CO_{2}(g)"" data-equation-content=""2C(s)+4FeO(s)\leftrightarrows{}4Fe(s)+2CO_{2}(g)"" data-ignore-a11y-check=""""></mattext>",FeO,C,multiple_choice
