question,correct_answers,question_type
"Concentrated perchloric acid has a concentration of 11.6 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""HClO_4"" src=""https://weber.instructure.com/equation_images/HClO_4?scale=1.5"" alt=""LaTeX: HClO_4"" data-equation-content=""HClO_4"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 0.941 M solution using a 1.000 L volumetric flask.",81.1;8.11e1;8.11E1,short_answer
"Concentrated acetic acid has a concentration of 17.4 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""HC_2H_3O_2"" src=""https://weber.instructure.com/equation_images/HC_2H_3O_2?scale=1.5"" alt=""LaTeX: HC_2H_3O_2"" data-equation-content=""HC_2H_3O_2"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 0.796 M solution using a 1.000 L volumetric flask.",45.7;4.57e1;4.57E1,short_answer
"Concentrated perchloric acid has a concentration of 11.6 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""HClO_4"" src=""https://weber.instructure.com/equation_images/HClO_4?scale=1.5"" alt=""LaTeX: HClO_4"" data-equation-content=""HClO_4"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 0.709 M solution using a 1.000 L volumetric flask.",61.1;6.11e1;6.11E1,short_answer
"Concentrated perchloric acid has a concentration of 11.6 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""HClO_4"" src=""https://weber.instructure.com/equation_images/HClO_4?scale=1.5"" alt=""LaTeX: HClO_4"" data-equation-content=""HClO_4"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 0.676 M solution using a 1.000 L volumetric flask.",58.3;5.83e1;5.83E1,short_answer
"Concentrated acetic acid has a concentration of 17.4 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""HC_2H_3O_2"" src=""https://weber.instructure.com/equation_images/HC_2H_3O_2?scale=1.5"" alt=""LaTeX: HC_2H_3O_2"" data-equation-content=""HC_2H_3O_2"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 0.119 M solution using a 1.000 L volumetric flask.",6.84;6.84e0;6.84E0,short_answer
"Concentrated nitric acid has a concentration of 15.8 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""HNO_3"" src=""https://weber.instructure.com/equation_images/HNO_3?scale=1.5"" alt=""LaTeX: HNO_3"" data-equation-content=""HNO_3"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 0.651 M solution using a 1.000 L volumetric flask.",41.2;4.12e1;4.12E1,short_answer
"Concentrated acetic acid has a concentration of 17.4 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""HC_2H_3O_2"" src=""https://weber.instructure.com/equation_images/HC_2H_3O_2?scale=1.5"" alt=""LaTeX: HC_2H_3O_2"" data-equation-content=""HC_2H_3O_2"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 0.440 M solution using a 1.000 L volumetric flask.",25.3;2.53e1;2.53E1,short_answer
"Concentrated nitric acid has a concentration of 15.8 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""HNO_3"" src=""https://weber.instructure.com/equation_images/HNO_3?scale=1.5"" alt=""LaTeX: HNO_3"" data-equation-content=""HNO_3"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 0.935 M solution using a 1.000 L volumetric flask.",59.2;5.92e1;5.92E1,short_answer
"Concentrated sulfuric acid has a concentration of 18.4 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""H_2SO_4"" src=""https://weber.instructure.com/equation_images/H_2SO_4?scale=1.5"" alt=""LaTeX: H_2SO_4"" data-equation-content=""H_2SO_4"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 1.13 M solution using a 1.000 L volumetric flask.",61.4;6.14e1;6.14E1,short_answer
"Concentrated sulfuric acid has a concentration of 18.4 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""H_2SO_4"" src=""https://weber.instructure.com/equation_images/H_2SO_4?scale=1.5"" alt=""LaTeX: H_2SO_4"" data-equation-content=""H_2SO_4"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 1.53 M solution using a 1.000 L volumetric flask.",83.2;8.32e1;8.32E1,short_answer
"Concentrated acetic acid has a concentration of 17.4 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""HC_2H_3O_2"" src=""https://weber.instructure.com/equation_images/HC_2H_3O_2?scale=1.5"" alt=""LaTeX: HC_2H_3O_2"" data-equation-content=""HC_2H_3O_2"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 1.65 M solution using a 1.000 L volumetric flask.",94.8;9.48e1;9.48E1,short_answer
"Concentrated nitric acid has a concentration of 15.8 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""HNO_3"" src=""https://weber.instructure.com/equation_images/HNO_3?scale=1.5"" alt=""LaTeX: HNO_3"" data-equation-content=""HNO_3"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 1.39 M solution using a 1.000 L volumetric flask.",88.0;8.80e1;8.80E1,short_answer
"Concentrated acetic acid has a concentration of 17.4 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""HC_2H_3O_2"" src=""https://weber.instructure.com/equation_images/HC_2H_3O_2?scale=1.5"" alt=""LaTeX: HC_2H_3O_2"" data-equation-content=""HC_2H_3O_2"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 1.38 M solution using a 1.000 L volumetric flask.",79.3;7.93e1;7.93E1,short_answer
"Concentrated hydrochloric acid has a concentration of 11.65 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""HCl"" src=""https://weber.instructure.com/equation_images/HCl?scale=1.5"" alt=""LaTeX: HCl"" data-equation-content=""HCl"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 0.722 M solution using a 1.000 L volumetric flask.",62.0;6.20e1;6.20E1,short_answer
"Concentrated acetic acid has a concentration of 17.4 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""HC_2H_3O_2"" src=""https://weber.instructure.com/equation_images/HC_2H_3O_2?scale=1.5"" alt=""LaTeX: HC_2H_3O_2"" data-equation-content=""HC_2H_3O_2"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 1.35 M solution using a 1.000 L volumetric flask.",77.6;7.76e1;7.76E1,short_answer
"Concentrated hydrochloric acid has a concentration of 11.65 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""HCl"" src=""https://weber.instructure.com/equation_images/HCl?scale=1.5"" alt=""LaTeX: HCl"" data-equation-content=""HCl"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 0.257 M solution using a 1.000 L volumetric flask.",22.1;2.21e1;2.21E1,short_answer
"Concentrated perchloric acid has a concentration of 11.6 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""HClO_4"" src=""https://weber.instructure.com/equation_images/HClO_4?scale=1.5"" alt=""LaTeX: HClO_4"" data-equation-content=""HClO_4"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 0.759 M solution using a 1.000 L volumetric flask.",65.4;6.54e1;6.54E1,short_answer
"Concentrated nitric acid has a concentration of 15.8 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""HNO_3"" src=""https://weber.instructure.com/equation_images/HNO_3?scale=1.5"" alt=""LaTeX: HNO_3"" data-equation-content=""HNO_3"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 0.496 M solution using a 1.000 L volumetric flask.",31.4;3.14e1;3.14E1,short_answer
"Concentrated perchloric acid has a concentration of 11.6 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""HClO_4"" src=""https://weber.instructure.com/equation_images/HClO_4?scale=1.5"" alt=""LaTeX: HClO_4"" data-equation-content=""HClO_4"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 0.864 M solution using a 1.000 L volumetric flask.",74.5;7.45e1;7.45E1,short_answer
"Concentrated hydrochloric acid has a concentration of 11.65 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""HCl"" src=""https://weber.instructure.com/equation_images/HCl?scale=1.5"" alt=""LaTeX: HCl"" data-equation-content=""HCl"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 1.13 M solution using a 1.000 L volumetric flask.",97.0;9.70e1;9.70E1,short_answer
"Concentrated nitric acid has a concentration of 15.8 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""HNO_3"" src=""https://weber.instructure.com/equation_images/HNO_3?scale=1.5"" alt=""LaTeX: HNO_3"" data-equation-content=""HNO_3"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 0.233 M solution using a 1.000 L volumetric flask.",14.7;1.47e1;1.47E1,short_answer
"Concentrated perchloric acid has a concentration of 11.6 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""HClO_4"" src=""https://weber.instructure.com/equation_images/HClO_4?scale=1.5"" alt=""LaTeX: HClO_4"" data-equation-content=""HClO_4"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 1.11 M solution using a 1.000 L volumetric flask.",95.7;9.57e1;9.57E1,short_answer
"Concentrated nitric acid has a concentration of 15.8 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""HNO_3"" src=""https://weber.instructure.com/equation_images/HNO_3?scale=1.5"" alt=""LaTeX: HNO_3"" data-equation-content=""HNO_3"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 1.32 M solution using a 1.000 L volumetric flask.",83.5;8.35e1;8.35E1,short_answer
"Concentrated nitric acid has a concentration of 15.8 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""HNO_3"" src=""https://weber.instructure.com/equation_images/HNO_3?scale=1.5"" alt=""LaTeX: HNO_3"" data-equation-content=""HNO_3"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 1.50 M solution using a 1.000 L volumetric flask.",94.9;9.49e1;9.49E1,short_answer
"Concentrated hydrochloric acid has a concentration of 11.65 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""HCl"" src=""https://weber.instructure.com/equation_images/HCl?scale=1.5"" alt=""LaTeX: HCl"" data-equation-content=""HCl"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 0.959 M solution using a 1.000 L volumetric flask.",82.3;8.23e1;8.23E1,short_answer
"Concentrated sulfuric acid has a concentration of 18.4 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""H_2SO_4"" src=""https://weber.instructure.com/equation_images/H_2SO_4?scale=1.5"" alt=""LaTeX: H_2SO_4"" data-equation-content=""H_2SO_4"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 0.121 M solution using a 1.000 L volumetric flask.",6.58;6.58e0;6.58E0,short_answer
"Concentrated hydrochloric acid has a concentration of 11.65 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""HCl"" src=""https://weber.instructure.com/equation_images/HCl?scale=1.5"" alt=""LaTeX: HCl"" data-equation-content=""HCl"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 0.721 M solution using a 1.000 L volumetric flask.",61.9;6.19e1;6.19E1,short_answer
"Concentrated acetic acid has a concentration of 17.4 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""HC_2H_3O_2"" src=""https://weber.instructure.com/equation_images/HC_2H_3O_2?scale=1.5"" alt=""LaTeX: HC_2H_3O_2"" data-equation-content=""HC_2H_3O_2"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 1.02 M solution using a 1.000 L volumetric flask.",58.6;5.86e1;5.86E1,short_answer
"Concentrated nitric acid has a concentration of 15.8 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""HNO_3"" src=""https://weber.instructure.com/equation_images/HNO_3?scale=1.5"" alt=""LaTeX: HNO_3"" data-equation-content=""HNO_3"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 0.479 M solution using a 1.000 L volumetric flask.",30.3;3.03e1;3.03E1,short_answer
"Concentrated perchloric acid has a concentration of 11.6 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""HClO_4"" src=""https://weber.instructure.com/equation_images/HClO_4?scale=1.5"" alt=""LaTeX: HClO_4"" data-equation-content=""HClO_4"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 0.822 M solution using a 1.000 L volumetric flask.",70.9;7.09e1;7.09E1,short_answer
"Concentrated perchloric acid has a concentration of 11.6 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""HClO_4"" src=""https://weber.instructure.com/equation_images/HClO_4?scale=1.5"" alt=""LaTeX: HClO_4"" data-equation-content=""HClO_4"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 0.566 M solution using a 1.000 L volumetric flask.",48.8;4.88e1;4.88E1,short_answer
"Concentrated sulfuric acid has a concentration of 18.4 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""H_2SO_4"" src=""https://weber.instructure.com/equation_images/H_2SO_4?scale=1.5"" alt=""LaTeX: H_2SO_4"" data-equation-content=""H_2SO_4"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 0.852 M solution using a 1.000 L volumetric flask.",46.3;4.63e1;4.63E1,short_answer
"Concentrated hydrochloric acid has a concentration of 11.65 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""HCl"" src=""https://weber.instructure.com/equation_images/HCl?scale=1.5"" alt=""LaTeX: HCl"" data-equation-content=""HCl"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 0.459 M solution using a 1.000 L volumetric flask.",39.4;3.94e1;3.94E1,short_answer
"Concentrated sulfuric acid has a concentration of 18.4 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""H_2SO_4"" src=""https://weber.instructure.com/equation_images/H_2SO_4?scale=1.5"" alt=""LaTeX: H_2SO_4"" data-equation-content=""H_2SO_4"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 1.63 M solution using a 1.000 L volumetric flask.",88.6;8.86e1;8.86E1,short_answer
"Concentrated perchloric acid has a concentration of 11.6 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""HClO_4"" src=""https://weber.instructure.com/equation_images/HClO_4?scale=1.5"" alt=""LaTeX: HClO_4"" data-equation-content=""HClO_4"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 0.565 M solution using a 1.000 L volumetric flask.",48.7;4.87e1;4.87E1,short_answer
"Concentrated hydrochloric acid has a concentration of 11.65 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""HCl"" src=""https://weber.instructure.com/equation_images/HCl?scale=1.5"" alt=""LaTeX: HCl"" data-equation-content=""HCl"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 0.259 M solution using a 1.000 L volumetric flask.",22.2;2.22e1;2.22E1,short_answer
"Concentrated nitric acid has a concentration of 15.8 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""HNO_3"" src=""https://weber.instructure.com/equation_images/HNO_3?scale=1.5"" alt=""LaTeX: HNO_3"" data-equation-content=""HNO_3"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 0.807 M solution using a 1.000 L volumetric flask.",51.1;5.11e1;5.11E1,short_answer
